Song Title,Song Artist,Beat,BPM,Source,Genre
I'm tore down,Eric Clapton,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,117,Default Library,Country
Runaway Train,Soul Asylum,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,117,Default Library,Rock
Effect & Cause,The White Stripes,Beat Buddy: Blues 2Beat Buddy Mini 2: Blues 2,128,Default Library,Rock
Night moves,Bob Seger,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,119,Default Library,Rock
Mr. Jones,Counting Crows,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,142,Default Library,Rock
Wild Horses,The Rolling Stones,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,70,Default Library,Rock
Glory Days,Bruce Springsteen,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,117,Default Library,Rock
Centerfield,John Fogarty,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,142,Default Library,Rock
The Apartment Song,Tom Petty,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,143,Default Library,Rock
Yer so bad,Tom Petty,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,180,Default Library,Rock
Fishing in the dark,Nitty Gritty Dirt Band,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,78,Default Library,Country
Bad Timing,Blue Rodeo,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,73,Default Library,Ballad
Bobcaygeon,The Tragically Hip,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,85,Default Library,Rock
Every rose has it's thorn,Poison,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,70,Default Library,Rock
Love me doo,The Beatles,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,148,Default Library,Rock
With or without you,U2,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,110,Default Library,Rock
Let her go,Passenger,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,75,Default Library,Ballad
No Rain,Blind Melon,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,148,Default Library,Rock
Wicked Game,Chris Isaak,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,113,Default Library,Rock
Island in the sun,Weezer,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,115,Default Library,Rock
Blowing in the wind,Bob Dylan,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,175,Default Library,Country
Baba O'Riley,The Who,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,117,Default Library,Rock
Demons,Imagine Dragons,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,102,Default Library,Rock
Donna,Richie Valens,Beat Buddy: Ballad 2,77,Default Library,Ballad
Everybody hurts,R.E.M.,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,63,Default Library,Ballad
Mr Tambourine Man,The Byrds,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,121,Default Library,Rock
I walk the line,Johnny Cash,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,198,Default Library,Country
I'm A Believer,The Monkeys,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,160,Default Library,Rock
Imagine,John Lennon,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,76,Default Library,Ballad
Love Song,The Cure,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,140,Default Library,Rock
Lying Eyes,Eagles,Beat Buddy: Ballad 3,132,Default Library,Ballad
Margaritaville,Jimmy Buffet,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,125,Default Library,Ballad
No Rain,Blind Melon,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,148,Default Library,Rock
Old Man,Neil Young,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,70,Default Library,Ballad
Only Wanna Be With You,Hootie and the Blowfish,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,103,Default Library,Rock
On the Road Again,Willie Nelson,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,111,Default Library,Country
Refugee,Tom Petty,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,116,Default Library,Rock
Sitting on the doc of the bay,Otis Redding,Beat Buddy: Brushes 8- Str 8Beat Buddy Mini 2: Brushes 8- Str 8,103,Default Library,Rock
Up around the bend,Creedence Clearwater Revival,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,130,Default Library,Rock
Lights Out,Santigold,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,135,Default Library,Rock
Surf Rider,The Lively Ones,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,141,Default Library,Rock
Radar Love,Golden Earring,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,204,Default Library,Rock
Breaking The Law,Judas Priest,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,164,Default Library,Rock
Machine Gun Blues,Social Distortion,Beat Buddy: Punk 1Beat Buddy Mini: Punk 1Beat Buddy Mini 2: Punk 1,174,Default Library,Rock
Story of My Life,Social Distortion,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,202,Default Library,Rock
Running Up That Hill,Kate Bush,Beat Buddy: Blues 6- 6/8Beat Buddy Mini: Blues 4Beat Buddy Mini 2: Blues 6- 6/8,102,Default Library,Rock
Two tickets for paradise,Eddie Money,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,130,Default Library,Rock
Cocaine,Eric Clapton,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,105,Default Library,Rock
Tangerine,Led Zeppelin,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,86,Default Library,Rock
Johnny Guitar,The Shadows,Beat Buddy: Ballad 8,128,Default Library,Rock
Always on My Mind,Willie Nelson,Beat Buddy: Ballad 2,73,Default Library,Rock
Wild Night,Van Morrison,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,146,Default Library,Rock
Carolina On My Mind,James Taylor,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,75,Default Library,Ballad
Dont tell me what love can do,Van Halen,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,106,Default Library,Rock
Third Rock,Pure Essence,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,102,Default Library,Rock
She Caught the Katy,The Blue Brothers,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,96,Default Library,Rock
867-5309 Jenny,Tommy Tutone,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,138,Default Library,Rock
La Grange,ZZ Top,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,161,Default Library,Rock
5 days in may,Blue Rodeo,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,155,Default Library,Rock
Hasn't Hit Me Yet,Blue Rodeo,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,142,Default Library,Rock
Voodoo chile,David Torn,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,83,Default Library,Rock
Wonderwall,Oasis,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,88,Default Library,Rock
dont mess around with Jim,Jim Croce,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,163,Default Library,Rock
Memphis,Johnny Rivers,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,185,Default Library,Rock
King of the Road,Roger Miller,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,122,Default Library,Country
Sourgirl,Stone Temple Pilots,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,104,Default Library,Rock
Sourgirl,Stone Temple Pilots,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,104,Default Library,Rock
Supernova,Liz Phair,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,131,Default Library,Rock
It's Alright For You,The Police,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,172,Default Library,Rock
Photograph,Def Leppard,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,124,Default Library,Rock
Just What I Needed,Cars,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,137,Default Library,Rock
We're Not Gonna Take It,Twisted Sister,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,149,Default Library,Rock
Monkey wrench,Foo Fighters,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,174,Default Library,Rock
Chinese Rocks,Johnny Thunders,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,139,Default Library,Rock
Honky tonk man,Dwight Yoakam,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,144,Default Library,Country
Stay Faraway So Close,U2,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,94,Default Library,Rock
St Louise is Listening,Soul Coughing,Beat Buddy: Funk 4- str 16thsBeat Buddy Mini: Funk 3Beat Buddy Mini 2: Funk 4- str 16ths,92,Default Library,Rock
8 Days A Week,The Beatles,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,103,Default Library,Rock
Lord you are good,Israel & New Breed,Beat Buddy: Rock 10Beat Buddy Mini 2: Rock 10,128,Default Library,Rock
Lord you are good,Israel & New Breed,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,128,Default Library,Rock
Holy Is The Lord God,Chris Tomlin,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,85,Default Library,Rock
Draw Me Close To You,Michael W Smith,Beat Buddy: Ballad 2,68,Default Library,Ballad
Back in the Night,Dr Feelgood,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,127,Default Library,Rock
Tornado,Little big town,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,97,Default Library,Rock
I Would Crawl all the Way,Oak Ridge Boys,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,196,Default Library,Rock
Crazy as a loon,John Prine,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,121,Default Library,Country
"Five Foot Two, Eyes of Blue","Henderson, Lewis & Young",Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,106,Default Library,Country
House of the Blues,Johnny Cash,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,168,Default Library,Country
I Don't Hurt Anymore,Hawk Snow,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,95,Default Library,Country
I can't help it,Hank Williams,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,118,Default Library,Country
Year of the cat,Al Stewart,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,116,Default Library,Rock
Cheeseburger In Paradise,Jimmy Buffet,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,140,Default Library,Rock
The night they drove old dixie down,Joan Baez,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,129,Default Library,Country
Secret agent man,Joan Baez,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,129,Default Library,Country
Holy Is The Lord God,Chris Tomlin,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,85,Default Library,Worship
Pretty in Pink,The psychedelic furs,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,136,Default Library,Rock
Big River,Johnny Cash,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,182,Default Library,Country
Sunny Afternoon,The Kinks,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,125,Default Library,Rock
You Don't Mess Around With Jim,Jim Croce,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,163,Default Library,Rock
It ain't my fault,Osborn Brothers,Beat Buddy: Oldie 1- 4 on snareBeat Buddy Mini: Oldie 1Beat Buddy Mini 2: Oldie 1- 4 on snare,123,Default Library,Country
Bohemian Like You,Dandy Wharhols,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,131,Default Library,Rock
Shake it off,Taylor Swift,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,160,Default Library,Pop
Life during wartime,Talking Heads,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,133,Default Library,Rock
Handle me with care,Traveling wilburys,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,133,Default Library,Rock
La Isla Bonita,Maddona,Beat Buddy: Pop 5- 16thsBeat Buddy Mini: Pop 2Beat Buddy Mini 2: Pop 5- 16ths,100,Default Library,Pop
Bertha,Grateful Dead,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,168,Default Library,Rock
Shame shame shame,Jimmy Reed,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,161,Default Library,Rock
Angel of Harlem,U2,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,103,Default Library,Rock
Who'll stop the rain,Creedence clearwater revival,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,124,Default Library,Rock
This is the life,Amy MacDonald,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,190,Default Library,Rock
Jessie's Girl,Rick Springfield,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,133,Default Library,Rock
Goin down,Freddie KIng,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,84,Default Library,Rock
Goin down,Freddie KIng,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,84,Default Library,Rock
Midnight Rambler,The Rolling Stones,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,130,Default Library,Rock
The thrill is gone,BB King,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,87,Default Library,Rock
Walls,Tom Petty,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,101,Default Library,Pop
Spooky,Atlanta Rhythm Section,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,108,Default Library,Rock
Good Vibrations,Beach Boys,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,152,Default Library,Rock
Higher,Creed,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,78,Default Library,Rock
Buddy Holly,Weezer,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,121,Default Library,Rock
My Sharona,The Knack,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,147,Default Library,Rock
We Just Disagree,David Mason,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,86,Default Library,Rock
Because The Night,Patti Smith,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,123,Default Library,Rock
Let My Love Open The Door,Pete Townashend,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,165,Default Library,Rock
Red Rain,Peter Gabriel,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,113,Default Library,Pop
Be my baby,The Ronetted,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,130,Default Library,Rock
All my loving,The Beatles,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,156,Default Library,Rock
Last night,Traveling Wilburys,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,124,Default Library,Rock
I've got a rock and roll heart,Eric Clapton,Beat Buddy: Funk 6- swungBeat Buddy Mini 2: Funk 6- swung,100,Default Library,Rock
Domino,Van Morrison,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,131,Default Library,Rock
COUNT ON ME,Bruno Mars,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,168,Default Library,Ballad
Country Roads,John Denvo,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,164,Default Library,Country
Amarillo By Morning,George Strait,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,121,Default Library,Rock
September,Earth Wind and Fire,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,126,Default Library,Pop
Fire,Ohio players,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,107,Default Library,Rock
jungle Love,The Time,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,120,Default Library,Pop
Super Freak,Rick James,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,132,Default Library,Pop
Kept It in the Bedroom,Denise Lasalle,Beat Buddy: Rock 4Beat Buddy Mini 2: Rock 4,112,Default Library,Pop
What is hip,Tower Of Power,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,102,Default Library,Pop
Delta dawn,Tanya Tucker,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,78,Default Library,Ballad
Whenever you come around,Vince Gill,Beat Buddy: Ballad 2,58,Default Library,Ballad
Mercy mercy me (the ecology song),Marvin Gaye,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,93,Default Library,Pop
Jesus Just left Chicago,ZZ Top,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,72,Default Library,Rock
Happy,Rolling stones,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,132,Default Library,Rock
The sound of silence,Simon And Garfunkal,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,103,Default Library,Ballad
Sunday morning coming down,Johnny Cash,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,156,Default Library,Country
Welcome to paradise,Green Day,Beat Buddy: Punk 1Beat Buddy Mini: Punk 1Beat Buddy Mini 2: Punk 1,182,Default Library,Rock
livin' on a prayer,Bon Jovi,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,123,Default Library,Rock
#41,Dave Matthews Band,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,107,Default Library,Rock
Poncho and Lefty,Merle haggard Willie nelson,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,125,Default Library,Rock
Walking after midnight,Patsy cline,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,90,Default Library,Country
Just A Closer Walk With Thee,Patsy cline,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,103,Default Library,Country
un jour en france,noir d̩sir,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,105,Default Library,Rock
Walking after midnight,Patsy cline,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,90,Default Library,Country
Just A Closer Walk With Thee,Patsy cline,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,103,Default Library,Country
We will rock you,Queen,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,81,Default Library,Rock
Cant get enough (of your love),Bad Company,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,125,Default Library,Rock
Bailamos,Bad Company,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,125,Default Library,Pop
Tamally Maak,Amr Diab,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,84,Default Library,Rock
Take a look around,Limp Bizkit,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,100,Default Library,Rock
Little Sister,Elvis Presley,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,140,Default Library,Rock
Just Like Heaven,The Cure,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,151,Default Library,Rock
Reckless Love,Cory Asbury,Beat Buddy: Ballad 2,56,Default Library,Ballad
Mary had a little lamb,Stevie Ray Vaughan,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,123,Default Library,Rock
Wooden ships,Csny,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,80,Default Library,Rock
Not face away,Grateful Dead,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,102,Default Library,Rock
Walk Softly on this heart of mine,Kentucky Headhunters,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,126,Default Library,Rock
Walk Away,James gang,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,102,Default Library,Rock
Mr Sandman,Chet Atkins,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,212,Default Library,Rock
Smells like teen spirit,Nirvana,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,116,Default Library,Rock
Long train runnin,Doobie Brothers,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,117,Default Library,Funk
Your Song,Elthon John,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,63,Default Library,Ballad
Willin,Little Feat,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,72,Default Library,Country
Mexican girl,Smokie,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,113,Default Library,Rock
Apache,The Shadows,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,134,Default Library,Rock
Footloose,Kenny Loggins,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,174,Default Library,Rock
The Way,Fast ball,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,121,Default Library,Rock
Let's make a night to remember,Bryan Adams,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,87,Default Library,Rock
Run to you,Bryan Adams,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,127,Default Library,Rock
Oakland zone,Tower of power,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,92,Default Library,Rock
Rock Steady,Aretha Franklin,Beat Buddy: Funk 9- swungBeat Buddy Mini 2: Funk 9- swung,105,Default Library,Funk
Rosanna,Toto,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,93,Default Library,Rock
Africa,Toto,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,78,Default Library,Rock
Beyond the sea,Bobby Darrin,Beat Buddy: Oldie 3- 4 on snareBeat Buddy Mini: Oldie 2Beat Buddy Mini 2: Oldie 3- 4 on snare,137,Default Library,Ballad
It's My Party,Leslie Gore,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,128,Default Library,Rock
Black Coffee in Bed,Squeeze,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,109,Default Library,Rock
i'm beginning to see the light seal,Seal,Beat Buddy: Ballad 2,112,Default Library,Ballad
Anyway,Martina McBride,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,68,Default Library,Ballad
Blackwater,Status Quo,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,136,Default Library,Rock
Too much too young too fast,Airbourne,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,114,Default Library,Rock
Small Town,John Mellencamp,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,123,Default Library,Rock
By the Time the night is over,Kenny G,Beat Buddy: Ballad 8,104,Default Library,Ballad
